year,month,institution,causative_agent
2023,12,LTCH,Influenza
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Acute Care,Coronavirus
2023,12,Retirement Home,Coronavirus
2023,12,Retirement Home,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Retirement Home,Coronavirus
2023,12,Acute Care,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Chronic Care,Coronavirus
2023,12,Acute Care,Coronavirus
2023,12,Retirement Home,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Retirement Home,Unknown
2023,12,Chronic Care,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Retirement Home,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Acute Care,Coronavirus
2023,12,Acute Care,Coronavirus
2023,12,Acute Care,Coronavirus
2023,12,Chronic Care,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Influenza
2023,12,Chronic Care,Influenza
2023,12,LTCH,Coronavirus
2023,12,Psychiatric,Coronavirus
2023,12,LTCH,Influenza
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Acute Care,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Acute Care,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Acute Care,Unknown
2023,12,LTCH,Influenza
2023,12,Chronic Care,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Chronic Care,Coronavirus
2023,12,Chronic Care,Coronavirus
2023,12,LTCH,RSV
2023,12,LTCH,Coronavirus
2023,12,Acute Care,Coronavirus
2023,12,Retirement Home,Influenza
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Chronic Care,Coronavirus
2023,12,LTCH,RSV
2023,12,LTCH,Coronavirus
2023,12,Retirement Home,RSV
2023,12,LTCH,Coronavirus
2023,12,Chronic Care,Coronavirus
2023,12,Retirement Home,Influenza
2023,12,Chronic Care,Coronavirus
2023,12,Chronic Care,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,LTCH,Influenza
2023,12,Retirement Home,Coronavirus
2023,12,Retirement Home,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Retirement Home,Coronavirus
2023,12,Chronic Care,Coronavirus
2023,12,Acute Care,Coronavirus
2023,12,LTCH,Unknown
2023,12,LTCH,Coronavirus
2023,12,LTCH,Unknown
2023,12,Retirement Home,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Retirement Home,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Chronic Care,Coronavirus
2023,12,Acute Care,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Retirement Home,Coronavirus
2023,12,LTCH,Coronavirus
2023,12,Psychiatric,Coronavirus
2023,12,Acute Care,Coronavirus
2023,12,LTCH,Influenza
2023,12,Retirement Home,Coronavirus
2023,12,Acute Care,Coronavirus
2023,12,Acute Care,Coronavirus
2023,12,Retirement Home,RSV
2023,12,LTCH,Coronavirus
2023,12,Chronic Care,Coronavirus
2023,11,LTCH,Rhinovirus
2023,11,LTCH,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Acute Care,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,LTCH,Unknown
2023,11,Chronic Care,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Acute Care,Coronavirus
2023,11,LTCH,Influenza
2023,11,LTCH,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Chronic Care,Influenza
2023,11,Chronic Care,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Unknown
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Acute Care,Coronavirus
2023,11,LTCH,Unknown
2023,11,Retirement Home,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Acute Care,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,LTCH,RSV
2023,11,Acute Care,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Retirement Home,Unknown
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Psychiatric,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,11,Chronic Care,Influenza
2023,11,Chronic Care,Coronavirus
2023,11,Acute Care,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,11,Acute Care,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Acute Care,Coronavirus
2023,11,Transitional Care,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,11,Psychiatric,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,RSV
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,11,LTCH,Unknown
2023,11,Chronic Care,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Rhinovirus
2023,11,LTCH,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,LTCH,Unknown
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Acute Care,Coronavirus
2023,11,Acute Care,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,Acute Care,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Influenza
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,LTCH,Influenza
2023,11,LTCH,Coronavirus
2023,11,Acute Care,Coronavirus
2023,11,Acute Care,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Unknown
2023,11,LTCH,Unknown
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Acute Care,Streptococcus
2023,11,Retirement Home,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,LTCH,Unknown
2023,11,LTCH,Coronavirus
2023,11,Chronic Care,Coronavirus
2023,11,LTCH,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,11,Retirement Home,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Influenza
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Influenza
2023,10,LTCH,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Acute Care,Coronavirus
2023,10,Chronic Care,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Rhinovirus
2023,10,LTCH,Coronavirus
2023,10,Acute Care,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Acute Care,Coronavirus
2023,10,Chronic Care,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Acute Care,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Acute Care,Coronavirus
2023,10,Transitional Care,Coronavirus
2023,10,LTCH,Influenza
2023,10,LTCH,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Acute Care,Coronavirus
2023,10,LTCH,RSV
2023,10,LTCH,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,RSV
2023,10,LTCH,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Chronic Care,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Chronic Care,Coronavirus
2023,10,LTCH,Rhinovirus
2023,10,Retirement Home,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,Retirement Home,Rhinovirus
2023,10,Retirement Home,Unknown
2023,10,LTCH,Coronavirus
2023,10,LTCH,Rhinovirus
2023,10,LTCH,Coronavirus
2023,10,Acute Care,Coronavirus
2023,10,Chronic Care,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Chronic Care,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Rhinovirus
2023,10,Chronic Care,Coronavirus
2023,10,Chronic Care,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Rhinovirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,Chronic Care,Coronavirus
2023,10,Chronic Care,Coronavirus
2023,10,Acute Care,Coronavirus
2023,10,LTCH,Rhinovirus
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Rhinovirus
2023,10,LTCH,Coronavirus
2023,10,Retirement Home,Rhinovirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Rhinovirus
2023,10,LTCH,Coronavirus
2023,10,Acute Care,Coronavirus
2023,10,Acute Care,Coronavirus
2023,10,LTCH,Norovirus
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Influenza
2023,10,LTCH,Rhinovirus
2023,10,LTCH,Coronavirus
2023,10,Chronic Care,Coronavirus
2023,10,Psychiatric,Unknown
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Unknown
2023,10,LTCH,Coronavirus
2023,10,Chronic Care,Coronavirus
2023,10,Transitional Care,Coronavirus
2023,10,LTCH,Unknown
2023,10,LTCH,Rhinovirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Rhinovirus
2023,10,Retirement Home,Coronavirus
2023,10,LTCH,Coronavirus
2023,10,LTCH,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,Retirement Home,Coronavirus
2023,09,Retirement Home,Rhinovirus
2023,09,Retirement Home,Coronavirus
2023,09,Chronic Care,Coronavirus
2023,09,Transitional Care,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,Acute Care,Coronavirus
2023,09,Acute Care,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Influenza
2023,09,LTCH,Coronavirus
2023,09,Chronic Care,Coronavirus
2023,09,Chronic Care,Coronavirus
2023,09,LTCH,Unknown
2023,09,Retirement Home,Coronavirus
2023,09,Chronic Care,Coronavirus
2023,09,Chronic Care,Rhinovirus
2023,09,Retirement Home,Coronavirus
2023,09,LTCH,Influenza
2023,09,LTCH,Coronavirus
2023,09,Chronic Care,Coronavirus
2023,09,Retirement Home,Coronavirus
2023,09,Chronic Care,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Rhinovirus
2023,09,Retirement Home,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,Retirement Home,Unknown
2023,09,Acute Care,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,Retirement Home,Coronavirus
2023,09,Retirement Home,Unknown
2023,09,Retirement Home,Rhinovirus
2023,09,Acute Care,Coronavirus
2023,09,Chronic Care,Rhinovirus
2023,09,LTCH,Coronavirus
2023,09,Retirement Home,Coronavirus
2023,09,LTCH,Unknown
2023,09,LTCH,Coronavirus
2023,09,Acute Care,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Coronavirus
2023,09,Transitional Care,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,Acute Care,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,Retirement Home,Coronavirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Coronavirus
2023,09,Retirement Home,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Coronavirus
2023,09,Psychiatric,Coronavirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Rhinovirus
2023,09,Retirement Home,Coronavirus
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Coronavirus
2023,09,Psychiatric,Unknown
2023,09,Retirement Home,Coronavirus
2023,09,Chronic Care,Coronavirus
2023,09,LTCH,Unknown
2023,09,LTCH,Rhinovirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Rhinovirus
2023,09,Acute Care,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Coronavirus
2023,09,LTCH,Coronavirus
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Coronavirus
2023,08,Retirement Home,Rhinovirus
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Coronavirus
2023,08,Retirement Home,Coronavirus
2023,08,Acute Care,Coronavirus
2023,08,Retirement Home,Rhinovirus
2023,08,Retirement Home,Coronavirus
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Coronavirus
2023,08,LTCH,Unknown
2023,08,LTCH,Coronavirus
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Coronavirus
2023,08,LTCH,Rhinovirus
2023,08,Transitional Care,Coronavirus
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Coronavirus
2023,08,LTCH,Unknown
2023,08,Psychiatric,Unknown
2023,08,LTCH,Coronavirus
2023,08,Retirement Home,Coronavirus
2023,08,LTCH,Coronavirus
2023,08,Retirement Home,Coronavirus
2023,08,Acute Care,Coronavirus
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Coronavirus
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Influenza
2023,08,LTCH,Influenza
2023,08,LTCH,Coronavirus
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Coronavirus
2023,08,LTCH,Coronavirus
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Unknown
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Coronavirus
2023,08,LTCH,Coronavirus
2023,08,Psychiatric,Unknown
2023,08,Psychiatric,Unknown
2023,08,LTCH,Rhinovirus
2023,08,Retirement Home,Coronavirus
2023,08,LTCH,Coronavirus
2023,08,Retirement Home,Coronavirus
2023,08,LTCH,Unknown
2023,08,LTCH,Coronavirus
2023,08,LTCH,Metapneumovirus
2023,08,Retirement Home,Unknown
2023,08,LTCH,Rhinovirus
2023,08,Retirement Home,Coronavirus
2023,08,Retirement Home,Rhinovirus
2023,08,LTCH,Rhinovirus
2023,08,Retirement Home,Unknown
2023,08,LTCH,RSV
2023,08,LTCH,Norovirus
2023,08,Acute Care,Coronavirus
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Rhinovirus
2023,08,LTCH,Coronavirus
2023,07,LTCH,Unknown
2023,07,LTCH,Rhinovirus
2023,07,LTCH,Rhinovirus
2023,07,LTCH,Influenza
2023,07,LTCH,Rhinovirus
2023,07,LTCH,Rhinovirus
2023,07,LTCH,Coronavirus
2023,07,Retirement Home,Rhinovirus
2023,07,LTCH,Coronavirus
2023,07,Chronic Care,Coronavirus
2023,07,LTCH,Rhinovirus
2023,07,LTCH,Rhinovirus
2023,07,LTCH,Rhinovirus
2023,07,Retirement Home,Coronavirus
2023,07,LTCH,Rhinovirus
2023,07,LTCH,Coronavirus
2023,07,LTCH,Rhinovirus
2023,07,LTCH,Metapneumovirus
2023,07,LTCH,Coronavirus
2023,07,LTCH,Rhinovirus
2023,07,Retirement Home,Coronavirus
2023,07,LTCH,Unknown
2023,07,LTCH,Coronavirus
2023,07,Acute Care,Coronavirus
2023,07,Acute Care,Coronavirus
2023,07,Acute Care,Influenza
2023,07,LTCH,Influenza
2023,07,LTCH,Unknown
2023,07,Retirement Home,Influenza
2023,07,LTCH,Coronavirus
2023,07,LTCH,Coronavirus
2023,07,LTCH,Coronavirus
2023,07,LTCH,Coronavirus
2023,07,LTCH,Rhinovirus
2023,07,LTCH,Coronavirus
2023,07,LTCH,Influenza
2023,07,LTCH,Influenza
2023,07,LTCH,Metapneumovirus
2023,07,LTCH,Rhinovirus
2023,07,LTCH,Unknown
2023,07,LTCH,Rhinovirus
2023,07,LTCH,Coronavirus
2023,06,Retirement Home,Coronavirus
2023,06,LTCH,Coronavirus
2023,06,LTCH,Coronavirus
2023,06,Acute Care,Coronavirus
2023,06,Retirement Home,Unknown
2023,06,LTCH,Metapneumovirus
2023,06,Chronic Care,Coronavirus
2023,06,LTCH,Coronavirus
2023,06,LTCH,Influenza
2023,06,Chronic Care,Coronavirus
2023,06,LTCH,Rhinovirus
2023,06,Retirement Home,Coronavirus
2023,06,LTCH,Coronavirus
2023,06,LTCH,Influenza
2023,06,LTCH,Coronavirus
2023,06,LTCH,Unknown
2023,06,Chronic Care,Coronavirus
2023,06,LTCH,Coronavirus
2023,06,LTCH,Coronavirus
2023,06,LTCH,Coronavirus
2023,06,Retirement Home,Rhinovirus
2023,06,Retirement Home,Coronavirus
2023,06,Retirement Home,Coronavirus
2023,06,LTCH,Coronavirus
2023,06,LTCH,Coronavirus
2023,06,LTCH,Coronavirus
2023,06,Retirement Home,Coronavirus
2023,06,Retirement Home,Coronavirus
2023,06,LTCH,Influenza
2023,06,LTCH,Coronavirus
2023,06,LTCH,Unknown
2023,06,LTCH,Coronavirus
2023,06,Retirement Home,Rhinovirus
2023,06,LTCH,Coronavirus
2023,06,Retirement Home,Coronavirus
2023,06,LTCH,Coronavirus
2023,06,LTCH,Coronavirus
2023,06,LTCH,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,Acute Care,Influenza
2023,05,LTCH,Coronavirus
2023,05,Acute Care,Coronavirus
2023,05,Transitional Care,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,Chronic Care,Coronavirus
2023,05,Acute Care,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,Acute Care,Coronavirus
2023,05,Retirement Home,Unknown
2023,05,LTCH,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,Chronic Care,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,Retirement Home,Norovirus
2023,05,LTCH,Coronavirus
2023,05,Psychiatric,Coronavirus
2023,05,LTCH,RSV
2023,05,LTCH,Metapneumovirus
2023,05,Acute Care,Coronavirus
2023,05,Retirement Home,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,LTCH,RSV
2023,05,Psychiatric,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,Retirement Home,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,Chronic Care,Metapneumovirus
2023,05,Acute Care,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,Retirement Home,Coronavirus
2023,05,Retirement Home,Coronavirus
2023,05,Chronic Care,Influenza
2023,05,Psychiatric,Coronavirus
2023,05,LTCH,RSV
2023,05,LTCH,Coronavirus
2023,05,Acute Care,RSV
2023,05,Retirement Home,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,LTCH,Metapneumovirus
2023,05,LTCH,Coronavirus
2023,05,LTCH,Coronavirus
2023,05,LTCH,Metapneumovirus
2023,05,LTCH,Coronavirus
2023,04,LTCH,RSV
2023,04,LTCH,RSV
2023,04,Retirement Home,Coronavirus
2023,04,LTCH,Coronavirus
2023,04,LTCH,Metapneumovirus
2023,04,Acute Care,Unknown
2023,04,LTCH,Rhinovirus
2023,04,Chronic Care,Coronavirus
2023,04,Psychiatric,Streptococcus
2023,04,LTCH,Coronavirus
2023,04,Retirement Home,Coronavirus
2023,04,Chronic Care,Norovirus
2023,04,LTCH,Rhinovirus
2023,04,Acute Care,Coronavirus
2023,04,Acute Care,Coronavirus
2023,04,Retirement Home,Coronavirus
2023,04,Retirement Home,Coronavirus
2023,04,LTCH,Coronavirus
2023,04,LTCH,Unknown
2023,04,LTCH,Influenza
2023,04,LTCH,Coronavirus
2023,04,LTCH,Metapneumovirus
2023,04,LTCH,Coronavirus
2023,04,LTCH,Metapneumovirus
2023,04,LTCH,Coronavirus
2023,04,LTCH,Rhinovirus
2023,04,LTCH,Coronavirus
2023,04,Chronic Care,Coronavirus
2023,04,LTCH,Rhinovirus
2023,04,LTCH,Coronavirus
2023,04,LTCH,Rhinovirus
2023,04,Chronic Care,Coronavirus
2023,04,Retirement Home,Coronavirus
2023,04,Retirement Home,Coronavirus
2023,04,LTCH,Metapneumovirus
2023,04,LTCH,Coronavirus
2023,04,Acute Care,Norovirus
2023,04,Acute Care,Coronavirus
2023,04,Acute Care,Coronavirus
2023,04,Acute Care,Coronavirus
2023,04,LTCH,Coronavirus
2023,04,Transitional Care,Coronavirus
2023,04,Chronic Care,Coronavirus
2023,04,Retirement Home,Coronavirus
2023,04,Acute Care,Influenza
2023,04,LTCH,Coronavirus
2023,04,Retirement Home,Coronavirus
2023,04,Transitional Care,Coronavirus
2023,04,LTCH,Unknown
2023,04,Transitional Care,Coronavirus
2023,04,Retirement Home,Coronavirus
2023,04,LTCH,Rhinovirus
2023,04,LTCH,Coronavirus
2023,04,LTCH,Unknown
2023,04,Chronic Care,Norovirus
2023,04,LTCH,Coronavirus
2023,04,Acute Care,Coronavirus
2023,04,LTCH,RSV
2023,04,LTCH,RSV
2023,04,Acute Care,Coronavirus
2023,04,LTCH,Metapneumovirus
2023,04,LTCH,Rhinovirus
2023,04,Retirement Home,Coronavirus
2023,04,Chronic Care,Coronavirus
2023,04,Acute Care,Influenza
2023,04,Chronic Care,Coronavirus
2023,04,Retirement Home,Coronavirus
2023,04,LTCH,Coronavirus
2023,04,Retirement Home,Coronavirus
2023,04,LTCH,RSV
2023,04,Retirement Home,Coronavirus
2023,04,Chronic Care,Coronavirus
2023,04,LTCH,Coronavirus
2023,04,LTCH,Coronavirus
2023,04,LTCH,Coronavirus
2023,04,Acute Care,CPE
2023,04,Retirement Home,Coronavirus
2023,04,Retirement Home,Metapneumovirus
2023,04,Chronic Care,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,LTCH,Coronavirus
2023,03,LTCH,Influenza
2023,03,LTCH,Metapneumovirus
2023,03,LTCH,Coronavirus
